0.0320166,-1.08237,-8.61407
0.0265771,-1.08386,-8.50302
0.0211839,-1.07636,-8.88693
0.0157859,-1.08808,-9.27264
0.0103159,-1.09713,-9.15498
0.0048,-1.10664,-9.5142
-0.000682398,-1.09145,-9.38734
-0.00617863,-1.10357,-9.74782
-0.0117036,-1.10548,-9.61351
-0.017209,-1.0923,-9.47899
-0.0226939,-1.0991,-9.83496
-0.0282029,-1.09635,-9.69877
-0.0336676,-1.09429,-10.0521
-0.0391696,-1.10386,-10.3969
-0.0446916,-1.1044,-10.2529
-0.050189,-1.09049,-10.1092
-0.0556612,-1.09613,-10.4505
-0.0611625,-1.10258,-10.7819
-0.0666534,-1.09262,-10.6328
-0.0721372,-1.09899,-10.9602
-0.0776098,-1.08892,-10.8095
-0.0830491,-1.08778,-11.136
-0.0884956,-1.08982,-10.9872
-0.0939487,-1.08443,-10.8332
-0.0993469,-1.07992,-11.1544
-0.104769,-1.08686,-11.4673
-0.1102,-1.0856,-11.3079
-0.115573,-1.07473,-11.6167
-0.120954,-1.07658,-11.4609
-0.126325,-1.07311,-11.7605
-0.131691,-1.07305,-11.5995
-0.137054,-1.06601,-11.4347
-0.142339,-1.05196,-11.7326
-0.147627,-1.06074,-12.0268
-0.152915,-1.05277,-11.8635
-0.158163,-1.05306,-12.1509
-0.16343,-1.05333,-11.9842
-0.168669,-1.04991,-12.2589
-0.173913,-1.04757,-12.087
-0.179151,-1.04731,-12.3479
-0.184325,-1.02773,-12.1767
-0.189476,-1.03143,-12.4406
-0.194607,-1.02048,-12.2693
-0.199686,-1.01803,-12.5307
-0.204772,-1.01627,-12.3594
-0.209825,-1.00192,-12.1879
-0.214839,-1.00283,-12.4397
-0.219851,-0.996311,-12.2666
-0.224804,-0.989565,-12.5117
-0.22976,-0.992092,-12.7472
-0.234668,-0.97555,-12.5739
-0.239558,-0.979196,-12.8046
-0.244444,-0.975322,-12.6258
-0.249307,-0.965638,-12.4452
-0.254124,-0.961428,-12.6623
-0.258917,-0.951526,-12.4828
-0.263638,-0.942221,-12.6982
-0.26835,-0.942169,-12.9051
-0.27303,-0.929905,-12.7261
-0.277651,-0.924898,-12.9296
-0.282264,-0.920659,-12.7516
-0.286814,-0.908473,-12.9464
-0.291349,-0.90554,-12.7699
-0.295828,-0.894262,-12.9575
-0.300292,-0.891617,-12.7803
-0.304738,-0.883014,-12.5996
-0.30912,-0.87406,-12.7757
-0.313487,-0.872727,-12.9421
-0.317798,-0.855955,-12.7623
-0.322078,-0.855534,-12.9231
-0.326337,-0.849133,-12.7398
-0.330552,-0.839384,-12.8877
-0.334729,-0.832268,-12.7048
-0.338868,-0.820924,-12.5219
-0.342933,-0.810082,-12.6651
-0.346974,-0.806658,-12.7997
-0.350974,-0.79374,-12.6178
-0.354931,-0.789723,-12.7436
-0.358855,-0.781278,-12.5606
-0.362722,-0.76529,-12.3805
-0.366533,-0.759685,-12.4989
-0.370315,-0.750402,-12.3197
-0.37403,-0.740067,-12.4299
-0.377719,-0.736033,-12.5304
-0.381366,-0.723526,-12.349
-0.384951,-0.715702,-12.4425
-0.388508,-0.708375,-12.2617
-0.392015,-0.693904,-12.0824
-0.395467,-0.687831,-12.1641
-0.398874,-0.674446,-11.9862
-0.40223,-0.668743,-12.0591
-0.405557,-0.662992,-12.1207
-0.408837,-0.650068,-11.9381
-0.412068,-0.643429,-11.9901
-0.415256,-0.633555,-11.8073
-0.418373,-0.619684,-11.8516
-0.421447,-0.611384,-11.6724
-0.424472,-0.600897,-11.7065
-0.42745,-0.591922,-11.5267
-0.430382,-0.580384,-11.3477
-0.433257,-0.571201,-11.3705
-0.436088,-0.562722,-11.3842
-0.438864,-0.549342,-11.204
-0.441566,-0.536981,-11.2123
-0.444227,-0.528783,-11.036
-0.446845,-0.518066,-10.8596
-0.449408,-0.508935,-10.8537
-0.451917,-0.495722,-10.6779
-0.454371,-0.487157,-10.6633
-0.456782,-0.478647,-10.6386
-0.459132,-0.464582,-10.4615
-0.461431,-0.456437,-10.428
-0.463683,-0.446259,-10.2504
-0.465872,-0.433646,-10.2067
-0.468011,-0.423913,-10.0307
-0.4701,-0.412617,-9.85601
-0.472127,-0.401145,-9.80067
-0.474105,-0.391767,-9.73645
-0.476027,-0.379957,-9.56127
-0.477897,-0.37001,-9.48658
-0.479712,-0.357863,-9.31143
-0.481463,-0.34593,-9.22819
-0.483162,-0.335764,-9.05512
-0.484807,-0.323851,-8.88403
-0.486395,-0.313489,-8.78861
-0.487931,-0.302434,-8.61802
-0.489408,-0.291045,-8.51232
-0.490832,-0.280499,-8.39806
-0.492201,-0.269405,-8.22627
-0.493513,-0.257631,-8.05708
-0.494768,-0.246418,-7.93123
-0.495966,-0.235263,-7.79704
-0.497109,-0.223897,-7.62732
-0.498194,-0.212453,-7.48332
-0.499223,-0.201558,-7.31466
-0.500196,-0.189854,-7.16051
-0.501111,-0.178297,-6.99303
-0.501967,-0.166622,-6.82975
-0.502768,-0.155533,-6.6635
-0.50351,-0.143718,-6.49059
-0.504195,-0.13242,-6.32584
-0.504826,-0.121547,-6.14281
-0.505399,-0.109799,-5.97885
-0.505915,-0.0995173,-5.81771
-0.506375,-0.0871517,-5.62341
-0.506774,-0.0748284,-5.422
-0.507116,-0.0645712,-5.26124
-0.507401,-0.0519816,-5.05033
-0.507627,-0.0406374,-4.89125
-0.507798,-0.0297018,-4.67131
-0.507911,-0.0180484,-4.51329
-0.507971,-0.00882553,-4.35795
-0.507976,0.00405654,-4.12614
-0.507918,0.0149533,-3.97259
-0.507812,0.0262817,-3.73158
-0.507639,0.0397559,-3.48425
-0.50741,0.0493984,-3.33164
-0.507131,0.0617131,-3.07448
-0.506793,0.0724034,-2.92238
-0.506392,0.0834328,-2.77441
-0.505944,0.0947574,-2.50741
-0.505427,0.108725,-2.23479
-0.504849,0.120147,-2.0891
-0.504228,0.129157,-1.80745
-0.503544,0.141776,-1.66221
-0.502799,0.151798,-1.52151
-0.502011,0.162537,-1.23005
-0.501155,0.176699,-0.933264
-0.500248,0.18604,-0.792741
-0.499276,0.199669,-0.489052
-0.498245,0.210515,-0.352948
-0.497177,0.218575,-0.0397669
-0.496045,0.231309,0.0964001
-0.494852,0.240912,0.227567
-0.49362,0.251392,0.549779
-0.492319,0.266052,0.876391
-0.490962,0.273888,1.00561
-0.489548,0.288323,1.33875
