0.348386,0.239975,0.761666
0.349627,0.253468,0.768796
0.350953,0.275587,0.768683
0.352367,0.287471,0.769626
0.353863,0.309359,0.8029
0.355446,0.321763,0.805827
0.357285,0.303714,0.862141
0.358929,0.345299,0.849356
0.36075,0.376238,0.861912
0.362812,0.360889,0.851069
0.364749,0.405289,0.868112
0.366972,0.394773,0.853484
0.369085,0.441295,0.898042
0.371438,0.442375,0.871947
0.373777,0.482526,0.872639
0.376384,0.46896,0.876029
0.378872,0.516556,0.95125
0.381506,0.530257,0.863659
0.384258,0.562761,0.868139
0.387107,0.57773,0.860284
0.390052,0.599251,0.85291
0.393173,0.592105,0.854469
0.396236,0.625963,0.858143
0.399506,0.623449,0.86764
0.402732,0.659137,0.861835
0.40617,0.657277,0.866369
0.40973,0.856854,0.858399
0.413138,0.69931,0.914665
0.416901,0.894138,0.847511
0.420502,0.737278,0.904404
0.424285,0.762396,0.833647
0.428188,0.787474,0.885634
0.432283,0.777966,0.797898
0.436311,0.816843,0.903051
0.440565,0.812156,0.783537
0.444766,0.85124,0.802416
0.449189,0.847451,0.759301
0.453561,0.885105,0.775836
0.458155,0.888381,0.741599
0.462689,0.917475,0.822194
0.467403,0.928242,0.692337
0.472122,0.952629,0.704685
0.47704,0.954283,0.689123
0.481897,0.981535,0.757455
0.486871,1.00502,0.654885
0.491941,1.01974,0.64041
0.497164,1.01385,0.612698
0.502342,1.0444,0.606818
0.5077,1.0481,0.58235
0.513018,1.07291,0.659006
0.518442,1.08877,0.536431
0.523949,1.10653,0.516013
0.529525,1.11794,0.488533
0.535167,1.13389,0.484866
0.540967,1.23484,0.450888
0.546683,1.15167,0.36219
0.552578,1.24734,0.402444
0.558411,1.17646,0.426048
0.564351,1.19203,0.355377
0.57036,1.20746,0.434838
0.576473,1.2099,0.310253
0.582573,1.22579,0.294158
0.588773,1.22877,0.269016
0.594967,1.24491,0.339229
0.601245,1.25318,0.233998
0.607549,1.26524,0.195379
0.613921,1.27277,0.190439
0.620317,1.28343,0.147545
0.626774,1.29043,0.137131
0.633255,1.29967,0.0907692
0.639784,1.30681,0.139892
0.646341,1.31421,0.0113204
0.652932,1.32058,0.00888174
0.659552,1.32648,-0.0241316
0.666197,1.33298,0.0647141
0.672874,1.33706,-0.107075
0.679569,1.34061,-0.0351197
0.686286,1.34455,-0.140769
0.693014,1.34625,-0.175071
0.699764,1.35114,-0.197019
0.706521,1.35145,-0.233736
0.713288,1.3537,-0.25375
0.720054,1.35258,-0.286216
0.726796,1.36103,-0.30607
0.733576,1.35318,-0.360264
0.740285,1.36539,-0.352458
0.747069,1.35189,-0.399235
0.75382,1.3484,-0.414562
0.760542,1.34166,-0.435146
0.767251,1.34062,-0.437113
0.773938,1.33441,-0.472827
0.780563,1.34392,-0.488044
0.787232,1.32749,-0.53833
0.793806,1.33476,-0.526398
0.800311,1.20692,-0.575634
0.806945,1.31765,-0.598615
0.813362,1.18652,-0.597139
0.819919,1.30511,-0.32851
0.826313,1.31185,-0.625925
0.832765,1.284,-0.65782
0.839133,1.26519,-0.599683
0.845438,1.25863,-0.6514
0.851639,1.25475,-0.769943
0.857756,1.26414,-0.704035
0.863976,1.23185,-0.719302
0.869981,1.2433,-0.722913
0.876091,1.20628,-0.743205
0.882005,1.21016,-0.741199
0.887965,1.17931,-0.763961
0.893757,1.18328,-0.751602
0.899573,1.15015,-0.781162
0.905291,1.13514,-0.765646
0.910909,1.11422,-0.777057
0.916452,1.1051,-0.775275
0.921852,1.10092,-0.484318
0.927288,1.08033,-0.817016
0.93255,1.06767,-0.835035
0.937815,1.04534,-0.826986
0.94289,1.03547,-0.510222
0.947989,1.01183,-0.839408
0.952961,0.980748,-0.820106
0.957827,0.968414,-0.825614
0.962605,0.953242,-0.824391
0.967263,0.928045,-0.801868
0.971727,0.937555,-0.82919
0.976242,0.893567,-0.853773
0.98034,0.729532,-0.836404
0.984752,0.865753,-0.593401
0.988943,0.832295,-0.852919
0.99297,0.799754,-0.818984
0.99671,0.61252,-0.835073
1.0006,0.763427,-0.862797
1.00413,0.566195,-0.841796
1.00778,0.715187,-0.860653
1.01106,0.517249,-0.837514
1.01446,0.664392,-0.854815
1.01748,0.467098,-0.830864
1.02062,0.615205,-0.580395
1.0234,0.418654,-0.827838
1.02629,0.565479,-0.584658
1.02898,0.534259,-0.832437
1.03151,0.499254,-0.809318
1.0339,0.475853,-0.812901
1.03614,0.443304,-0.799337
1.03816,0.445466,-0.805824
1.04019,0.395047,-0.81495
1.04204,0.366154,-0.804298
1.04372,0.331057,-0.789352
1.04527,0.307604,-0.793391
1.04666,0.272799,-0.794003
1.04792,0.249713,-0.785212
1.04902,0.214837,-0.787498
1.04987,0.197259,-0.782226
1.05076,0.166488,-0.799165
1.05146,0.119319,-0.786282
1.05201,0.0925347,-0.782289
1.05233,0.0722723,-0.792738
1.05261,0.0440739,-0.780905
1.05265,0.0311322,-0.775932
1.05262,-0.0161873,-0.767798
1.05241,-0.0623337,-0.763876
1.05204,-0.0816229,-0.764625
1.05146,-0.0921688,-0.761818
1.05083,-0.135352,-0.764133
1.04997,-0.166562,-0.789867
1.04904,-0.196893,-0.771977
1.04782,-0.219801,-0.770084
1.04662,-0.25344,-0.779531
1.04523,-0.283877,-0.769026
1.04366,-0.322324,-0.796438
1.04193,-0.365215,-0.767488
1.04005,-0.38435,-0.762054
1.03794,-0.40717,-0.641405
1.0358,-0.438801,-0.782821
1.03348,-0.484956,-0.779704
1.03099,-0.505689,-0.780893
1.02828,-0.529722,-0.638372
1.02553,-0.561698,-0.797447
1.02252,-0.588719,-0.650955
1.01947,-0.622456,-0.809255
1.01623,-0.668364,-0.808127
1.0127,-0.666475,-0.810659
1.00921,-0.72398,-0.825132
1.00538,-0.727344,-0.820663
1.00158,-0.787431,-0.835933
0.997425,-0.791246,-0.826745
